config_id,implementation,scene,num_cameras,num_gaussians,width,height,packed,mean_ms,p50_ms,p95_ms,ci95_ms,wall_mean_ms,images_per_second,megapixels_per_second,peak_allocated_gib,peak_reserved_gib,visible_gaussian_camera_pairs,tile_intersections,dataset_checksum
gsplat-synth-shared-c64-n100k-128-torchprof,gsplat,synthetic-shared,64,100000,128,128,True,5.133523273468017,5.047919988632202,5.537484812736511,0.15054198755512943,5.194380832836032,12321.006499066652,201.86737048070805,0.7613348960876465,0.91015625,3466382,5329600,7b1adba7774ff848f6afe0604a45615bcc6d59fca72882bfe3a980baf096953e
