config_id,implementation,scene,num_cameras,num_gaussians,width,height,packed,mean_ms,p50_ms,p95_ms,ci95_ms,wall_mean_ms,images_per_second,megapixels_per_second,peak_allocated_gib,peak_reserved_gib,visible_gaussian_camera_pairs,tile_intersections,dataset_checksum
gsplat-synth-shared-c64-n100k-128-nsys,gsplat,synthetic-shared,64,100000,128,128,True,5.261009597778321,5.250720024108887,5.409881520271302,0.08493883259768181,5.362596968188882,11934.516127102279,195.53511222644374,0.7613348960876465,0.91015625,3466382,5329600,7b1adba7774ff848f6afe0604a45615bcc6d59fca72882bfe3a980baf096953e
